id,battery_power,m_dep,mobile_wt,px_height,px_width,ram,sc_h,sc_w,talk_time,bluetooth,gen,cores,speed,sim,f_camera,camera,memory,screen,wifi,price,cores_ord,speed_ord,wifi_ord,sim_ord,bluetooth_bin,screen_bin
1187,1300,0.1,156,219,1037,874,15,3,10,Yes,3,hexa,low,Single,5.0,7.0,62729,Touch,none,645,6,1,1,2,1,1
1188,732,0.6,188,1163,1554,3681,19,3,15,Yes,4,hepta,high,Dual,7.0,11.0,39628,Touch,a,1180,7,3,5,1,1,1
1189,511,0.7,180,24,759,3865,8,3,7,No,4,dual,low,Dual,1.0,10.0,52536,LCD,b,980,2,1,4,1,0,0
1190,1092,0.5,167,468,571,737,14,4,11,Yes,2,triple,low,Dual,10.0,14.0,11501,Touch,none,427,3,1,1,1,1,1
1191,921,0.1,170,1272,1469,3153,8,2,11,Yes,4,hepta,medium,Dual,12.0,18.0,10424,Touch,none,1413,7,2,1,1,1,1
1192,1030,0.7,147,503,551,2800,8,6,12,Yes,4,single,low,Single,4.0,8.0,37330,LCD,n,988,1,1,2,2,1,0
1193,1130,0.9,101,1495,1579,315,14,5,11,No,3,single,medium,Dual,0.0,8.0,27963,Touch,none,655,1,2,1,1,0,1
1194,1299,0.8,187,1333,1838,1412,13,1,20,No,2,octa,high,Dual,2.0,6.0,60256,Touch,a,665,8,3,5,1,0,1
1195,1009,0.6,115,267,1841,2286,19,8,13,Yes,4,hepta,high,Dual,7.0,15.0,2286,LCD,none,968,7,3,1,1,1,0
1196,1735,0.1,140,149,876,2392,17,15,19,No,3,dual,medium,Dual,16.0,17.0,34670,LCD,b,597,2,2,4,1,0,0
1197,1129,0.5,185,1070,1079,1857,8,4,5,Yes,3,dual,high,Dual,0.0,2.0,49380,Touch,a,772,2,3,5,1,1,1
1198,708,0.3,116,206,620,1419,10,6,16,No,3,hepta,medium,Single,0.0,1.0,26042,Touch,g,745,7,2,3,2,0,1
1199,894,0.1,123,158,747,3305,12,7,2,No,4,dual,low,Single,2.0,3.0,58766,LCD,none,824,2,1,1,2,0,0
1200,530,0.3,88,48,1012,959,17,7,6,No,2,hexa,high,Single,1.0,20.0,32153,Touch,none,394,6,3,1,2,0,1
1201,1481,0.5,105,249,522,2635,17,16,4,Yes,3,triple,medium,Dual,0.0,0.0,35213,LCD,g,852,3,2,3,1,1,0
1202,1068,0.6,194,935,1499,1754,17,7,9,No,4,penta,high,Dual,0.0,1.0,45712,LCD,g,819,5,3,3,1,0,0
1203,1487,0.7,84,140,768,2563,18,4,14,No,4,triple,low,Single,6.0,12.0,56970,LCD,none,909,3,1,1,2,0,0
1204,1524,1.0,96,184,740,1936,7,0,9,No,4,quad,high,Dual,11.0,20.0,41415,Touch,n,990,4,3,2,1,0,1
1205,1093,0.3,196,238,807,1869,8,5,4,No,4,octa,medium,Dual,2.0,14.0,22577,Touch,n,953,8,2,2,1,0,1
1206,1816,0.1,186,800,1089,3637,11,7,16,Yes,2,penta,medium,Dual,0.0,2.0,50439,LCD,b,1308,5,2,4,1,1,0
1207,627,0.8,142,211,507,896,17,6,14,No,2,triple,medium,Single,2.0,8.0,20972,LCD,none,462,3,2,1,2,0,0
1208,989,0.4,132,670,804,2349,10,1,20,Yes,4,triple,low,Single,13.0,15.0,51190,LCD,g,932,3,1,3,2,1,0
1209,1895,0.7,134,725,1335,774,15,4,6,No,4,single,low,Single,2.0,11.0,5721,Touch,none,1007,1,1,1,2,0,1
1210,805,0.9,168,81,1544,3397,7,6,2,Yes,4,triple,medium,Dual,0.0,10.0,58681,LCD,none,862,3,2,1,1,1,0
1211,713,0.4,181,1211,1378,485,10,6,4,Yes,4,octa,medium,Single,7.0,9.0,2359,Touch,n,800,8,2,2,2,1,1
1212,864,0.7,148,1362,1378,3964,13,8,12,No,4,quad,high,Single,10.0,15.0,24683,Touch,none,1243,4,3,1,2,0,1
1213,1177,1.0,181,945,1923,1887,8,5,11,No,3,quad,low,Single,1.0,7.0,11523,Touch,a,943,4,1,5,2,0,1
1214,582,0.7,107,1043,1702,2977,6,1,20,No,2,triple,low,Single,8.0,11.0,32577,Touch,b,750,3,1,4,2,0,1
1215,1898,0.2,185,444,739,2114,10,5,19,No,4,hepta,medium,Dual,3.0,4.0,56650,Touch,a,1164,7,2,5,1,0,1
1216,1158,0.7,123,311,1796,1542,17,9,15,No,4,dual,low,Dual,1.0,20.0,29638,LCD,n,747,2,1,2,1,0,0
1217,1451,0.6,181,812,1456,3038,15,7,18,Yes,4,octa,low,Single,5.0,12.0,57370,LCD,a,1040,8,1,5,2,1,0
1218,1820,0.9,163,202,1884,2481,11,9,11,Yes,2,hepta,medium,Single,5.0,10.0,50937,LCD,none,890,7,2,1,2,1,0
1219,984,0.8,140,531,707,841,18,15,16,No,4,triple,low,Dual,3.0,20.0,9434,LCD,none,744,3,1,1,1,0,0
1220,580,0.4,135,404,898,3565,12,11,8,Yes,3,quad,medium,Dual,0.0,5.0,24862,LCD,a,524,4,2,5,1,1,0
1221,1263,0.4,146,954,1609,1958,9,6,4,Yes,3,hexa,medium,Single,0.0,3.0,5309,Touch,a,865,6,2,5,2,1,1
1222,1237,0.1,87,274,603,2454,14,0,8,No,3,octa,low,Single,2.0,5.0,27617,Touch,a,641,8,1,5,2,0,1
1223,514,0.1,172,956,1723,3392,12,8,5,Yes,4,single,medium,Single,7.0,9.0,37704,Touch,b,1020,1,2,4,2,1,1
1224,1515,0.9,184,1438,1593,262,14,4,20,No,4,triple,high,Single,0.0,1.0,56357,Touch,none,1046,3,3,1,2,0,1
1225,721,0.4,194,1446,1988,530,8,4,8,No,4,quad,low,Dual,6.0,9.0,6069,LCD,a,823,4,1,5,1,0,0
1226,603,0.7,126,692,1057,3703,13,1,9,Yes,2,triple,high,Dual,3.0,16.0,35375,LCD,b,1063,3,3,4,1,1,0
1227,1426,0.4,109,777,1032,2562,5,1,3,Yes,4,single,high,Single,2.0,7.0,55422,LCD,none,1001,1,3,1,2,1,0
1228,1820,0.6,161,1157,1951,574,10,2,18,Yes,4,single,medium,Dual,0.0,3.0,64664,Touch,none,967,1,2,1,1,1,1
1229,1215,0.1,130,454,1473,2632,7,1,15,No,2,quad,medium,Single,4.0,8.0,16716,LCD,a,756,4,2,5,2,0,0
1230,697,0.4,173,478,1477,259,12,6,4,No,4,dual,high,Dual,5.0,6.0,20587,Touch,b,646,2,3,4,1,0,1
1231,717,0.6,198,217,1106,688,10,7,15,Yes,2,single,low,Dual,4.0,5.0,10027,Touch,none,410,1,1,1,1,1,1
1232,1348,0.3,145,468,741,2554,19,1,12,Yes,2,hexa,medium,Dual,5.0,6.0,36045,Touch,none,528,6,2,1,1,1,1
1233,1164,0.3,88,1107,1656,3859,11,10,17,Yes,2,single,high,Dual,0.0,6.0,61650,Touch,none,1249,1,3,1,1,1,1
1234,578,0.3,170,626,1134,2977,15,12,5,Yes,4,penta,low,Single,9.0,13.0,62781,Touch,b,1257,5,1,4,2,1,1
1235,1971,0.3,186,485,922,571,8,7,17,Yes,3,hepta,low,Dual,0.0,19.0,40532,Touch,none,900,7,1,1,1,1,1
1236,1794,0.5,86,43,627,402,14,7,14,Yes,4,hepta,low,Dual,5.0,7.0,55155,LCD,b,681,7,1,4,1,1,0
1237,1558,0.1,114,322,1385,878,16,5,17,Yes,4,penta,high,Single,2.0,3.0,32130,Touch,n,854,5,3,2,2,1,1
1238,1597,0.5,85,880,1145,2130,8,3,15,Yes,4,single,low,Single,4.0,19.0,4399,Touch,none,1176,1,1,1,2,1,1
1239,1240,0.1,146,1511,1756,3260,13,1,17,No,2,dual,medium,Single,0.0,9.0,39649,LCD,n,932,2,2,2,2,0,0
1240,1994,0.6,88,667,711,454,11,8,6,Yes,4,octa,low,Dual,2.0,4.0,7227,Touch,none,679,8,1,1,1,1,1
1241,1221,0.4,152,765,1899,2638,19,16,14,No,4,hepta,high,Single,7.0,19.0,35487,Touch,g,1177,7,3,3,2,0,1
1242,989,0.6,156,614,679,2819,16,13,5,Yes,4,octa,medium,Dual,11.0,17.0,24540,LCD,g,802,8,2,3,1,1,0
1243,1180,1.0,144,925,1252,1464,7,3,20,Yes,4,quad,medium,Single,5.0,20.0,50594,Touch,b,831,4,2,4,2,1,1
1244,718,0.8,113,1185,1387,1824,11,9,3,No,3,hexa,high,Single,10.0,13.0,59894,Touch,none,668,6,3,1,2,0,1
1245,1670,0.8,139,1706,1886,876,16,0,5,Yes,3,octa,medium,Dual,0.0,15.0,47262,Touch,none,965,8,2,1,1,1,1
1246,534,0.3,164,347,1477,2706,7,5,18,Yes,4,hepta,high,Single,1.0,9.0,21172,Touch,none,801,7,3,1,2,1,1
1247,1566,0.5,126,1603,1930,659,14,9,13,Yes,3,dual,low,Dual,0.0,0.0,20903,Touch,a,777,2,1,5,1,1,1
1248,1935,0.6,124,806,860,455,9,2,6,No,4,penta,low,Single,0.0,9.0,29537,LCD,g,941,5,1,3,2,0,0
1249,504,0.4,163,1207,1539,2378,17,11,2,Yes,3,dual,high,Dual,2.0,10.0,54281,LCD,none,687,2,3,1,1,1,0
1250,913,0.3,103,431,1144,2278,15,3,18,No,4,single,medium,Dual,1.0,14.0,41853,Touch,none,906,1,2,1,1,0,1
1251,1317,0.5,113,179,613,3436,16,13,5,No,2,penta,medium,Dual,2.0,3.0,43502,Touch,g,959,5,2,3,1,0,1
1252,917,0.5,88,423,909,3424,19,2,13,Yes,4,hexa,low,Single,1.0,2.0,31682,Touch,none,877,6,1,1,2,1,1
1253,712,0.6,99,1131,1743,401,5,0,10,No,3,hexa,high,Dual,1.0,3.0,49489,LCD,a,630,6,3,5,1,0,0
1254,1083,0.9,126,925,1469,681,19,18,19,No,3,dual,medium,Single,6.0,20.0,52654,Touch,a,594,2,2,5,2,0,1
1255,1039,0.1,136,62,544,3212,15,7,7,No,4,hexa,low,Single,5.0,8.0,6516,LCD,n,1107,6,1,2,2,0,0
1256,1747,0.7,185,800,873,3105,7,1,10,No,3,hexa,low,Single,4.0,12.0,13379,LCD,none,1001,6,1,1,2,0,0
1257,1449,0.6,105,211,947,2036,5,1,10,Yes,2,hexa,low,Dual,0.0,0.0,52208,Touch,none,601,6,1,1,1,1,1
1258,1872,0.2,139,81,1389,3153,16,15,5,Yes,3,hepta,low,Dual,14.0,18.0,49243,Touch,none,1151,7,1,1,1,1,1
1259,1796,0.1,101,667,798,1642,9,4,3,No,2,quad,medium,Dual,5.0,6.0,7325,Touch,b,561,4,2,4,1,0,1
1260,1097,0.8,181,405,519,509,15,12,12,No,3,single,medium,Single,0.0,17.0,60791,LCD,none,547,1,2,1,2,0,0
1261,1562,0.8,172,678,1676,3465,16,11,6,No,4,octa,low,Dual,1.0,10.0,20451,Touch,none,1194,8,1,1,1,0,1
1262,1433,0.9,153,1619,1651,3900,18,16,2,Yes,4,hepta,high,Single,8.0,12.0,27349,LCD,g,1243,7,3,3,2,1,0
1263,740,0.2,123,935,1147,1105,7,6,19,No,2,single,medium,Single,1.0,11.0,12718,Touch,a,575,1,2,5,2,0,1
1264,676,0.2,84,864,1011,2064,13,7,6,No,4,single,medium,Single,1.0,5.0,39624,LCD,none,910,1,2,1,2,0,0
1265,503,0.7,131,1495,1688,3117,19,6,9,Yes,4,single,medium,Dual,1.0,4.0,13460,LCD,a,1093,1,2,5,1,1,0
1266,1020,0.7,96,870,1613,1142,13,9,8,No,4,triple,medium,Single,13.0,18.0,7340,LCD,n,801,3,2,2,2,0,0
1267,896,0.3,111,1379,1469,1060,12,10,4,No,4,single,medium,Dual,3.0,4.0,4383,Touch,a,784,1,2,5,1,0,1
1268,1824,0.9,143,1055,1738,2381,14,1,5,Yes,4,dual,low,Single,4.0,5.0,19435,LCD,none,1261,2,1,1,2,1,0
1269,1512,0.4,134,220,1838,3366,7,3,11,No,4,triple,low,Dual,1.0,2.0,54603,LCD,b,1266,3,1,4,1,0,0
1270,1053,0.9,126,419,1261,1339,17,0,14,No,2,hexa,high,Single,7.0,17.0,42691,LCD,b,557,6,3,4,2,0,0
1271,1944,0.8,87,1111,1362,2560,7,3,8,Yes,4,quad,medium,Dual,0.0,10.0,31269,LCD,none,1060,4,2,1,1,1,0
1272,1174,0.8,91,1097,1461,285,19,7,3,No,4,dual,low,Dual,1.0,8.0,25137,LCD,b,754,2,1,4,1,0,0
1273,627,0.2,131,447,819,2476,17,1,10,Yes,4,hepta,medium,Dual,3.0,17.0,12298,LCD,none,952,7,2,1,1,1,0
1274,1602,0.6,118,273,1062,1862,16,9,2,No,4,single,high,Single,4.0,5.0,46540,LCD,n,921,1,3,2,2,0,0
1275,1733,0.9,170,590,997,3488,6,4,10,Yes,4,single,medium,Dual,4.0,15.0,6721,Touch,n,1135,1,2,2,1,1,1
1276,586,0.5,142,116,598,3178,9,7,10,No,4,octa,medium,Dual,10.0,14.0,8277,LCD,b,984,8,2,4,1,0,0
1277,1528,0.2,156,306,564,733,15,0,14,No,3,octa,high,Single,2.0,3.0,37659,Touch,none,523,8,3,1,2,0,1
1278,875,0.1,110,300,1316,756,14,5,6,No,2,hepta,low,Single,2.0,7.0,23622,LCD,none,418,7,1,1,2,0,0
1279,1602,0.4,170,1259,1746,3622,17,2,17,No,2,single,low,Single,12.0,13.0,58486,Touch,a,904,1,1,5,2,0,1
1280,1426,0.7,174,1573,1694,1277,14,9,5,No,4,penta,medium,Single,4.0,16.0,12555,LCD,none,1087,5,2,1,2,0,0
1281,1370,0.2,158,1392,1783,3703,13,10,11,No,4,hexa,medium,Single,5.0,8.0,6374,Touch,none,1317,6,2,1,2,0,1
1282,609,0.1,81,113,1524,1905,16,3,18,Yes,4,hexa,low,Single,4.0,6.0,10446,Touch,b,727,6,1,4,2,1,1
1283,840,0.3,178,526,1728,2636,12,2,6,No,4,hexa,medium,Dual,5.0,8.0,15195,Touch,none,639,6,2,1,1,0,1
1284,991,0.3,158,1209,1678,2014,11,9,10,No,4,penta,medium,Single,2.0,6.0,12545,LCD,none,1064,5,2,1,2,0,0
1285,1724,0.8,100,655,828,3056,18,16,6,Yes,4,dual,medium,Single,0.0,1.0,9305,LCD,none,1044,2,2,1,2,1,0
1286,584,0.3,168,1123,1622,465,12,8,4,Yes,4,triple,medium,Single,0.0,0.0,19338,Touch,none,628,3,2,1,2,1,1
1287,860,0.7,141,692,979,3869,16,14,20,Yes,4,hexa,medium,Dual,1.0,13.0,49226,Touch,b,1065,6,2,4,1,1,1
1288,1541,0.2,165,796,1052,1108,12,1,7,Yes,4,penta,high,Dual,10.0,15.0,28460,LCD,n,762,5,3,2,1,1,0
1289,615,0.5,130,1021,1958,1906,14,5,5,Yes,3,penta,low,Dual,7.0,8.0,58283,LCD,none,784,5,1,1,1,1,0
1290,912,0.4,84,995,1310,851,8,4,4,Yes,4,quad,high,Dual,6.0,11.0,46820,Touch,b,731,4,3,4,1,1,1
1291,1278,0.6,172,1244,1504,3142,11,4,19,Yes,4,hepta,medium,Single,10.0,14.0,61014,LCD,n,1477,7,2,2,2,1,0
1292,1365,0.3,125,293,970,1300,14,7,13,No,4,quad,low,Single,0.0,0.0,31428,LCD,g,891,4,1,3,2,0,0
1293,1702,0.1,177,1240,1931,1430,8,6,10,No,2,penta,medium,Single,7.0,9.0,36519,LCD,none,770,5,2,1,2,0,0
1294,589,0.7,146,759,1858,362,16,10,6,Yes,4,octa,low,Single,1.0,4.0,59623,Touch,a,696,8,1,5,2,1,1
1295,1347,0.3,95,398,1528,2456,13,0,13,No,3,single,medium,Dual,10.0,19.0,56531,Touch,g,698,1,2,3,1,0,1
1296,1644,1.0,137,358,791,2360,7,4,19,No,4,octa,high,Single,0.0,0.0,44588,LCD,none,1298,8,3,1,2,0,0
1297,956,0.1,133,403,1614,3700,10,0,7,No,3,hepta,medium,Dual,1.0,11.0,42700,Touch,none,1091,7,2,1,1,0,1
1298,1089,0.1,153,211,1409,2620,7,5,13,No,3,hepta,medium,Dual,10.0,20.0,2076,LCD,none,837,7,2,1,1,0,0
1299,871,0.1,178,194,1437,437,14,7,17,No,3,triple,low,Single,2.0,3.0,52305,LCD,none,543,3,1,1,2,0,0
1300,664,0.9,164,1076,1472,3774,11,5,18,No,4,dual,medium,Single,5.0,19.0,6300,LCD,none,1430,2,2,1,2,0,0
1301,1874,0.8,192,1238,1418,1218,15,10,17,Yes,2,dual,low,Single,1.0,9.0,19182,Touch,none,759,2,1,1,2,1,1
1302,1928,0.8,162,229,1004,696,14,12,15,No,3,penta,high,Single,5.0,16.0,5883,Touch,b,796,5,3,4,2,0,1
1303,888,0.4,198,327,1683,3407,12,1,20,No,4,dual,high,Dual,2.0,17.0,32972,LCD,none,1411,2,3,1,1,0,0
1304,1077,0.8,86,135,1892,3902,9,3,3,Yes,3,hepta,medium,Dual,1.0,13.0,58452,LCD,none,986,7,2,1,1,1,0
1305,1023,0.2,80,5,1744,2086,10,0,19,Yes,4,octa,high,Dual,5.0,7.0,30623,Touch,b,651,8,3,4,1,1,1
1306,1426,0.6,84,715,1163,1356,15,9,16,Yes,4,triple,low,Single,2.0,10.0,42558,LCD,b,820,3,1,4,2,1,0
1307,831,0.7,177,511,621,1704,6,5,20,No,4,penta,medium,Dual,7.0,11.0,26300,Touch,g,785,5,2,3,1,0,1
1308,1496,0.5,85,549,1383,3571,16,1,11,Yes,4,triple,medium,Dual,0.0,9.0,6320,Touch,n,1199,3,2,2,1,1,1
1309,1433,0.1,129,420,784,2132,18,15,19,Yes,4,penta,high,Single,2.0,11.0,5824,LCD,a,549,5,3,5,2,1,0
1310,1095,0.7,103,838,1066,3209,13,11,8,Yes,4,quad,high,Dual,0.0,5.0,44360,Touch,n,1005,4,3,2,1,1,1
1311,643,0.8,156,314,1400,2096,13,6,2,Yes,4,single,low,Dual,3.0,9.0,23160,LCD,none,997,1,1,1,1,1,0
1312,1142,0.5,198,739,1766,1273,19,0,6,Yes,4,quad,medium,Single,0.0,0.0,6133,LCD,none,909,4,2,1,2,1,0
1313,730,0.1,112,62,846,3623,9,4,15,Yes,4,penta,low,Dual,3.0,10.0,27859,Touch,none,897,5,1,1,1,1,1
1314,1901,0.6,131,3,1662,368,5,1,12,Yes,4,dual,low,Single,5.0,17.0,41493,LCD,none,803,2,1,1,2,1,0
1315,1510,0.7,135,963,1520,854,8,2,10,No,3,triple,low,Dual,1.0,8.0,32491,LCD,n,727,3,1,2,1,0,0
1316,1924,0.9,136,1438,1923,3646,10,9,16,No,4,hexa,high,Single,0.0,0.0,59470,LCD,g,1726,6,3,3,2,0,0
1317,1825,0.1,157,1621,1773,3130,12,4,2,No,4,quad,medium,Dual,13.0,18.0,17227,LCD,g,1095,4,2,3,1,0,0
1318,1275,0.2,152,19,501,3784,13,4,4,Yes,4,single,low,Dual,3.0,9.0,5255,Touch,none,1103,1,1,1,1,1,1
1319,987,0.8,124,887,1274,3885,11,0,14,Yes,3,hepta,high,Single,9.0,17.0,17680,Touch,none,1298,7,3,1,2,1,1
1320,1538,0.2,121,567,986,1494,18,10,12,Yes,4,hepta,high,Single,6.0,7.0,13325,Touch,b,714,7,3,4,2,1,1
1321,1965,0.5,149,584,676,2973,11,1,20,Yes,4,penta,low,Single,4.0,13.0,29342,Touch,a,1117,5,1,5,2,1,1
1322,808,0.8,185,496,974,1471,13,4,11,No,2,hexa,medium,Single,7.0,14.0,20218,Touch,none,737,6,2,1,2,0,1
1323,712,0.5,86,1245,1309,2001,11,10,12,No,3,dual,low,Single,6.0,11.0,27559,Touch,b,668,2,1,4,2,0,1
1324,1507,0.4,123,682,888,1486,15,3,19,Yes,4,penta,low,Dual,0.0,0.0,42408,LCD,none,892,5,1,1,1,1,0
1325,912,0.9,182,724,794,1321,7,2,6,No,2,triple,low,Single,3.0,6.0,47877,Touch,b,458,3,1,4,2,0,1
1326,769,0.1,95,1384,1454,1877,18,2,11,Yes,2,octa,medium,Single,2.0,4.0,17253,LCD,b,591,8,2,4,2,1,0
1327,948,0.1,173,257,1654,3499,11,7,19,No,3,penta,high,Single,14.0,20.0,22026,Touch,a,1109,5,3,5,2,0,1
1328,507,0.7,142,17,1084,2124,6,0,12,Yes,4,single,medium,Dual,0.0,0.0,39842,Touch,none,671,1,2,1,1,1,1
1329,1384,0.1,82,983,1210,1221,18,12,15,Yes,3,triple,high,Dual,15.0,18.0,60878,LCD,a,763,3,3,5,1,1,0
1330,1766,0.5,194,439,1306,2316,19,2,6,Yes,2,octa,medium,Single,1.0,20.0,29968,LCD,g,807,8,2,3,2,1,0
1331,1407,0.2,170,925,1206,1068,6,0,8,No,4,quad,medium,Dual,5.0,6.0,16285,Touch,none,1016,4,2,1,1,0,1
1332,614,0.2,94,409,603,1930,13,12,4,No,4,quad,high,Dual,3.0,7.0,24344,LCD,a,768,4,3,5,1,0,0
1333,1972,0.4,196,293,952,1316,8,1,8,No,3,hepta,high,Single,9.0,18.0,13966,Touch,none,637,7,3,1,2,0,1
1334,1039,0.2,130,384,1878,1742,18,12,15,No,3,octa,low,Dual,8.0,9.0,47086,LCD,none,888,8,1,1,1,0,0
1335,511,0.9,125,149,1285,3265,14,7,14,Yes,4,octa,high,Dual,5.0,13.0,34355,LCD,none,753,8,3,1,1,1,0
1336,1811,0.6,98,447,568,2700,13,7,8,Yes,4,quad,high,Single,4.0,16.0,5574,Touch,n,1116,4,3,2,2,1,1
1337,1159,0.4,104,717,1206,2115,8,7,18,No,2,quad,medium,Single,3.0,8.0,36529,LCD,none,705,4,2,1,2,0,0
1338,1848,0.1,178,195,533,3915,9,7,8,No,2,dual,medium,Dual,7.0,19.0,12519,LCD,a,1334,2,2,5,1,0,0
1339,1988,0.1,94,153,696,3144,16,2,14,Yes,4,octa,low,Single,0.0,1.0,17009,LCD,none,1153,8,1,1,2,1,0
1340,1469,0.5,150,1699,1850,1571,17,16,2,No,4,hepta,low,Single,3.0,8.0,58551,LCD,none,1230,7,1,1,2,0,0
1341,1423,0.8,131,501,640,2253,10,8,9,No,2,penta,low,Single,12.0,13.0,44151,LCD,none,893,5,1,1,2,0,0
1342,1974,0.8,145,530,1496,1433,6,1,17,No,2,hexa,low,Dual,9.0,12.0,10057,LCD,none,732,6,1,1,1,0,0
1343,835,0.8,128,396,1378,2583,15,2,13,No,4,penta,low,Dual,2.0,18.0,42158,Touch,n,828,5,1,2,1,0,1
1344,1429,0.9,151,670,1552,1817,6,1,16,No,3,penta,low,Single,8.0,9.0,42782,LCD,none,829,5,1,1,2,0,0
1345,947,0.1,144,193,887,2915,17,1,6,Yes,4,dual,low,Single,1.0,15.0,51403,Touch,n,1176,2,1,2,2,1,1
1346,1446,0.3,178,351,1769,3340,8,0,16,Yes,4,octa,high,Dual,0.0,1.0,18562,Touch,a,1152,8,3,5,1,1,1
1347,1332,0.8,168,846,855,2790,19,11,10,No,4,hepta,medium,Dual,5.0,19.0,7506,Touch,none,1119,7,2,1,1,0,1
1348,1498,0.1,191,111,1167,577,14,12,12,Yes,4,quad,medium,Dual,0.0,1.0,14354,Touch,none,793,4,2,1,1,1,1
1349,1576,0.4,173,1213,1386,3220,17,2,6,Yes,4,dual,low,Dual,0.0,4.0,14202,Touch,none,1077,2,1,1,1,1,1
1350,1398,0.8,150,755,1284,3488,14,3,11,No,4,single,medium,Dual,8.0,12.0,27086,Touch,none,1006,1,2,1,1,0,1
1351,1885,0.6,92,1406,1517,1277,9,6,16,No,4,quad,high,Dual,12.0,15.0,14362,LCD,b,1180,4,3,4,1,0,0
1352,798,0.8,148,497,627,3593,14,9,3,Yes,2,dual,low,Dual,7.0,15.0,2315,Touch,none,887,2,1,1,1,1,1
1353,1436,0.9,124,1826,1836,2736,12,5,19,No,4,octa,high,Dual,0.0,1.0,42611,Touch,none,1152,8,3,1,1,0,1
1354,1998,0.6,196,50,1356,2311,17,9,18,Yes,3,octa,medium,Single,8.0,19.0,31709,Touch,none,1094,8,2,1,2,1,1
1355,1321,0.4,109,817,941,1464,7,6,16,Yes,4,octa,medium,Single,0.0,9.0,63322,Touch,g,977,8,2,3,2,1,1
1356,1021,0.7,192,901,1793,1355,6,1,14,No,3,dual,medium,Single,7.0,12.0,9610,Touch,none,760,2,2,1,2,0,1
1357,1339,0.1,123,212,1269,2382,6,4,7,Yes,3,dual,high,Dual,0.0,1.0,40411,LCD,b,1030,2,3,4,1,1,0
1358,1210,0.5,111,329,1039,1886,16,0,17,Yes,3,quad,medium,Dual,9.0,20.0,57137,LCD,b,632,4,2,4,1,1,0
1359,1949,0.1,145,837,1182,832,7,3,19,Yes,4,penta,low,Dual,2.0,9.0,31869,LCD,none,958,5,1,1,1,1,0
1360,882,0.2,151,248,884,751,19,11,8,No,4,hexa,low,Dual,9.0,16.0,28336,LCD,a,568,6,1,5,1,0,0
1361,1549,0.4,113,632,1162,436,10,8,11,Yes,4,penta,medium,Dual,0.0,7.0,27241,LCD,none,894,5,2,1,1,1,0
1362,1991,0.7,82,366,613,722,6,5,10,No,4,single,medium,Dual,1.0,13.0,42507,Touch,none,1011,1,2,1,1,0,1
1363,796,0.5,114,174,518,1075,7,3,2,No,2,single,low,Single,2.0,8.0,12309,Touch,none,539,1,1,1,2,0,1
1364,1012,0.1,161,882,1195,2802,8,0,10,No,3,quad,low,Dual,4.0,6.0,39649,Touch,none,844,4,1,1,1,0,1
1365,1318,0.8,188,688,1591,1780,12,10,2,No,4,dual,medium,Dual,0.0,15.0,11501,LCD,none,927,2,2,1,1,0,0
1366,1708,0.9,197,263,1345,1247,19,16,16,No,4,quad,low,Single,8.0,16.0,14578,LCD,none,784,4,1,1,2,0,0
1367,598,0.1,117,118,764,3066,11,2,19,Yes,4,octa,low,Dual,8.0,9.0,62252,Touch,none,1301,8,1,1,1,1,1
1368,541,0.4,200,1012,1226,403,11,2,12,Yes,2,octa,high,Single,4.0,17.0,51874,LCD,none,445,8,3,1,2,1,0
1369,818,0.2,192,586,1552,2518,19,12,3,No,4,penta,low,Dual,2.0,17.0,23648,Touch,none,1021,5,1,1,1,0,1
1370,1414,0.8,168,294,1233,1069,18,6,14,No,4,dual,low,Single,0.0,0.0,15186,LCD,none,850,2,1,1,2,0,0
1371,601,0.8,169,818,1827,2651,14,8,9,Yes,4,quad,medium,Dual,3.0,11.0,6411,LCD,a,1142,4,2,5,1,1,0
1372,561,0.1,99,426,865,2974,15,12,19,Yes,4,hepta,high,Dual,2.0,6.0,40517,LCD,n,1022,7,3,2,1,1,0
1373,1616,0.1,100,151,1133,657,7,3,2,Yes,3,penta,high,Dual,3.0,8.0,52205,Touch,none,677,5,3,1,1,1,1
1374,1263,0.4,103,409,644,3372,18,13,10,Yes,4,dual,medium,Dual,1.0,2.0,32548,Touch,none,932,2,2,1,1,1,1
1375,1604,0.6,93,641,1156,1464,15,9,20,Yes,4,penta,medium,Dual,0.0,2.0,63407,Touch,none,899,5,2,1,1,1,1
1376,539,0.5,86,958,967,1326,7,4,3,No,3,quad,medium,Dual,1.0,2.0,24154,Touch,none,705,4,2,1,1,0,1
1377,1071,0.3,199,1328,1970,3393,6,5,7,No,3,quad,high,Single,0.0,5.0,49810,LCD,none,793,4,3,1,2,0,0
1378,826,0.5,135,354,530,323,17,3,7,No,4,dual,low,Dual,0.0,0.0,57920,LCD,a,629,2,1,5,1,0,0
1379,771,0.7,106,1709,1781,1628,9,3,6,No,2,single,high,Single,2.0,8.0,62034,Touch,none,777,1,3,1,2,0,1
1380,1811,0.2,132,1099,1553,2610,8,3,13,No,3,octa,high,Single,0.0,2.0,33342,Touch,none,979,8,3,1,2,0,1
1381,1842,0.4,179,783,1227,3721,16,11,4,Yes,2,quad,medium,Dual,7.0,10.0,56439,Touch,a,1007,4,2,5,1,1,1
1382,1420,0.1,100,194,1393,763,17,1,17,No,2,octa,high,Dual,1.0,8.0,50554,Touch,b,564,8,3,4,1,0,1
